canonical_rxn,catalyst1,solvent1,solvent2,reagent1,reagent2,Yield,dataset
N#CC1(CNc2cccc(Br)n2)CCOCC1.OB(O)c1cc(F)ncc1Cl>>N#CC1(CNc2cccc(-c3cc(F)ncc3Cl)n2)CCOCC1,Cl[Pd]Cl,COCCOC,ClCCl,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,,75.0,val
CC(C)(C)OC(=O)N1CCc2ccc(Br)cc21.OB(O)c1ccncc1>>CC(C)(C)OC(=O)N1CCc2ccc(-c3ccncc3)cc21,[Pd],CN(C)C=O,,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],40.55,val
COc1cc(F)c(B(O)O)c(F)c1.O=C(O)c1cccc(Br)n1>>COc1cc(F)c(-c2cccc(C(=O)O)n2)c(F)c1,Cl[Pd]Cl,ClCCl,,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,,42.0,val
CC(C)C[C@@H](CO)Nc1c(C(N)=O)cnn2cc(Br)cc12.CN(C)c1cccc(B(O)O)c1>>CC(C)C[C@@H](CO)Nc1c(C(N)=O)cnn2cc(-c3cccc(N(C)C)c3)cc12,CC(=O)[O-].CC(=O)[O-].[Pd+2],C1COCCO1,,,O=P([O-])([O-])[O-].[K+].[K+].[K+],14.35,val
CCc1c(-c2ccc(O)cc2)cnc(N)c1Br.OB(O)c1ccc2cn[nH]c2c1>>CCc1c(-c2ccc(O)cc2)cnc(N)c1-c1ccc2cn[nH]c2c1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[K+].[K+],9.4,val
Cc1c(S(=O)(=O)Nc2ccc(Br)cc2C(F)(F)F)sc2ccc(F)cc12.OB(O)c1ccnc(F)c1>>Cc1c(S(=O)(=O)Nc2ccc(-c3ccnc(F)c3)cc2C(F)(F)F)sc2ccc(F)cc12,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CCO,COCCOC,,O=C([O-])[O-].[Na+].[Na+],68.5,val
CCCCOC(=O)c1nc(Br)c2sccc2c1O.OB(O)c1ccccc1>>CCCCOC(=O)c1nc(-c2ccccc2)c2sccc2c1O,[Pd],C1COCCO1,,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[K+].[K+],58.0,val
Cc1cccnc1Br.O=[N+]([O-])c1cccc(B(O)O)c1>>Cc1cccnc1-c1cccc([N+](=O)[O-])c1,[Pd],COCCOC,ClCCl,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],84.5,val
CCc1c(-c2cccc(NC(C)=O)c2)cnc(N)c1Br.OB(O)c1cccs1>>CCc1c(-c2cccc(NC(C)=O)c2)cnc(N)c1-c1cccs1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,C1COCCO1,O,,O=C([O-])[O-].[Na+].[Na+],23.35,train
CCOC(=O)CCCOc1cccc(CCCCCCOc2cc(Br)cc(OCC)c2)c1CCC(=O)OCC.OB(O)c1cncnc1>>CCOC(=O)CCCOc1cccc(CCCCCCOc2cc(OCC)cc(-c3cncnc3)c2)c1CCC(=O)OCC,Cl[Pd]Cl,,,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],31.0,val
CCS(=O)(=O)c1ccc(B(O)O)cc1.CNCc1ccc(-c2nnc(-c3nc(Br)cnc3N)o2)cc1>>CCS(=O)(=O)c1ccc(-c2cnc(N)c(-c3nnc(-c4ccc(CNC)cc4)o3)n2)cc1,[Pd],C1COCCO1,CS(C)=O,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],62.25,train
CC(=O)c1ccc(B(O)O)cc1.CC(C)n1nc(I)c2c(N)ncnc21>>CC(=O)c1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CCO,COCCOC,,O=C([O-])[O-].[Na+].[Na+],62.2,train
Cc1nn2c(-c3cc(F)cc(F)c3)cc(N3CCC[C@H]3CO)nc2c1I.OB(O)c1ccc(C(F)F)cc1>>Cc1nn2c(-c3cc(F)cc(F)c3)cc(N3CCC[C@H]3CO)nc2c1-c1ccc(C(F)F)cc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CCO,Cc1ccccc1,,O=C([O-])O.[Na+],92.7,train
OB(O)c1ccc2c(c1)OCCO2.OC[C@H](Nc1cncc(Br)c1)c1ccccc1>>OC[C@H](Nc1cncc(-c2ccc3c(c2)OCCO3)c1)c1ccccc1,[Pd],COCCOC,O,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[K+].[K+],35.9,val
OB(O)c1ccco1.OCc1cncc(Br)c1>>OCc1cncc(-c2ccco2)c1,CC(=O)[O-].CC(=O)[O-].[Pd+2],C1COCCO1,,COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,O=C([O-])[O-].[Cs+].[Cs+],41.9,val
NC1=N[C@@]2(CS1)c1cc(I)ccc1Oc1ncc(Br)cc12.OB(O)c1cnccc1F>>NC1=N[C@@]2(CS1)c1cc(-c3cnccc3F)ccc1Oc1ncc(Br)cc12,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=C([O-])[O-].[K+].[K+],45.75,val
CCCC(CCC)n1ccc(=O)c2c(Br)cccc21.Cc1ccc(B(O)O)c(C)c1>>CCCC(CCC)n1ccc(=O)c2c(-c3ccc(C)cc3C)cccc21,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=C([O-])[O-].[K+].[K+],84.7,val
COc1nccc2c1c(I)cn2C1CCOC1.N#CCc1ccc(B(O)O)cc1>>COc1nccc2c1c(-c1ccc(CC#N)cc1)cn2C1CCOC1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CN(C)C=O,O,,O=C([O-])[O-].[K+].[K+],34.7,val
O=C(c1cnc2cncc(Br)c2n1)N1CCC(O)C1.OB(O)c1ccc(Cl)cc1>>O=C(c1cnc2cncc(-c3ccc(Cl)cc3)c2n1)N1CCC(O)C1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],61.3,val
Brc1nccs1.OB(O)c1ccccc1>>c1ccc(-c2nccs2)cc1,CC(C)(C)[P]([Pd][P](C(C)(C)C)(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C,C1COCCO1,,,O=C([O-])[O-].[Cs+].[Cs+],70.25,train
Cc1cc(NCCN(C(=O)OC(C)(C)C)C2CCCC2)n2nc(C)c(I)c2n1.OB(O)c1cccc(Cl)c1Cl>>Cc1cc(NCCN(C(=O)OC(C)(C)C)C2CCCC2)n2nc(C)c(-c3cccc(Cl)c3Cl)c2n1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CCO,Cc1ccccc1,,O=C([O-])[O-].[Na+].[Na+],60.0,val
CSc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.OB(O)c1ccco1>>CSc1ncnc2c1c(-c1ccco1)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC#N,O,O=S(=O)([O-])c1cccc(P(c2cccc(S(=O)(=O)[O-])c2)c2cccc(S(=O)(=O)[O-])c2)c1,O=C([O-])[O-].[Na+].[Na+],45.85,val
Brc1cccc2ccsc12.Cc1ccncc1B(O)O>>Cc1ccncc1-c1cccc2ccsc12,Cl[Pd]Cl,C1COCCO1,ClCCl,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],89.25,val
CN(C)[c-]1cccc1I.OB(O)c1ccccc1>>CN(C)[c-]1cccc1-c1ccccc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,,,[Na+].[OH-],79.95,val
COc1ccc(Cn2nc(I)c3c(Oc4ccc(-c5cnc(CC6CCCCC6)n(C)c5=O)cc4F)ccnc32)cc1.O=C(c1ccc(B(O)O)cc1)N1CCOCC1>>COc1ccc(Cn2nc(-c3ccc(C(=O)N4CCOCC4)cc3)c3c(Oc4ccc(-c5cnc(CC6CCCCC6)n(C)c5=O)cc4F)ccnc32)cc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,,,O=C([O-])[O-].[Na+].[Na+],98.2,val
CC(C)(C)CNC(=O)c1ccc2cncc(Br)c2n1.OB(O)c1ccc(F)cc1F>>CC(C)(C)CNC(=O)c1ccc2cncc(-c3ccc(F)cc3F)c2n1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],86.75,val
N#Cc1ccc(Br)nc1.OB(O)c1ccc(O)cc1>>N#Cc1ccc(-c2ccc(O)cc2)nc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,O,,O=C([O-])[O-].[Na+].[Na+],94.1,val
N#CCOc1ccc2cc(Br)ccc2c1Br.OB(O)c1cc2ccccc2s1>>N#CCOc1ccc2cc(-c3cc4ccccc4s3)ccc2c1Br,CC(=O)[O-].CC(=O)[O-].[Pd+2],C1CCOC1,O,,O=C([O-])[O-].[K+].[K+],63.9,val
Cc1nccn1Cc1cncc(Br)c1.OB(O)c1ccc(Cl)cc1>>Cc1nccn1Cc1cncc(-c2ccc(Cl)cc2)c1,c1ccc([P]([Pd][P](c2ccccc2)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,CCO,,CC(=O)[O-].CC(=O)[O-].O=C([O-])[O-].O=C([O-])[O-].[K+].[K+].[K+].[Na+].[Na+].[Na+],64.0,val
Cn1cncc1Br.OB(O)c1cccc(B(O)O)c1>>Cn1cncc1-c1cccc(B(O)O)c1,[Pd].[Pd],CC(=O)N(C)C,,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],45.35,val
Nc1nc(-c2cn3c(n2)-c2cc(Br)ccc2OCC3)n(-c2ccccc2Cl)n1.OB(O)c1cncnc1>>Nc1nc(-c2cn3c(n2)-c2cc(-c4cncnc4)ccc2OCC3)n(-c2ccccc2Cl)n1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],12.5,train
COc1ccnc(CCc2nc3cc(I)cnc3[nH]2)c1.OB(O)c1ccc(O)cc1>>COc1ccnc(CCc2nc3cc(-c4ccc(O)cc4)cnc3[nH]2)c1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=C([O-])[O-].[K+].[K+],43.3,val
CCOC(=O)c1nc(Br)c2onc(-c3ccccc3)c2c1O.OB(O)c1ccccc1>>CCOC(=O)c1nc(-c2ccccc2)c2onc(-c3ccccc3)c2c1O,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,,,O=C([O-])[O-].[Cs+].[Cs+],49.9,val
CC(C)(C)OC(=O)N1CCC[C@H](Nc2ncc(C#N)c3cc(Br)sc23)C1.OB(O)c1cccc(F)c1>>CC(C)(C)OC(=O)N1CCC[C@H](Nc2ncc(C#N)c3cc(-c4cccc(F)c4)sc23)C1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=C([O-])[O-].[Cs+].[Cs+],54.2,val
COc1ccc(B(O)O)cc1.Cc1nn2c(-c3cccc(Cl)c3)cc(N3CCC[C@H]3CO)nc2c1I>>COc1ccc(-c2c(C)nn3c(-c4cccc(Cl)c4)cc(N4CCC[C@H]4CO)nc23)cc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CCO,Cc1ccccc1,,O=C([O-])O.[Na+],73.1,train
Cc1cc(Br)ccc1-c1n[nH]c(=O)n1C[C@@H]1CCN(C(=O)C2CC2)C1.OB(O)c1ccc2cc[nH]c2c1>>Cc1cc(-c2ccc3cc[nH]c3c2)ccc1-c1n[nH]c(=O)n1C[C@@H]1CCN(C(=O)C2CC2)C1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=C([O-])O.O=C([O-])O.O=C([O-])[O-].O=C([O-])[O-].[K+].[K+].[K+].[Na+].[Na+].[Na+],63.650000000000006,train
CCc1c(-c2ccc(O)cc2)cnc(N)c1Br.Cc1n[nH]c2ccc(B(O)O)cc12>>CCc1c(-c2ccc(O)cc2)cnc(N)c1-c1ccc2[nH]nc(C)c2c1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[K+].[K+],45.35,val
CC(C)NC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(B(O)O)cn1.CCOC(=O)c1cn(CCN(C)C)c2ccc(I)cc2c1=O>>CCOC(=O)c1cn(CCN(C)C)c2ccc(-c3cnc(NC(=O)NC(C)C)cc3-c3nc(C(F)(F)F)cs3)cc2c1=O,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,COCCOC,,,O=C([O-])O.[Na+],73.0,train
COC(=O)c1ccc(-c2ncc(Br)o2)cc1.OB(O)c1ccc(F)cc1F>>COC(=O)c1ccc(-c2ncc(-c3ccc(F)cc3F)o2)cc1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,COCCOC,,,[Cs+].[F-],46.75,train
CC(C)(O)CCOc1c(Br)cnn(-c2ccc(F)c(F)c2)c1=O.CSc1ccc(B(O)O)cc1>>CSc1ccc(-c2cnn(-c3ccc(F)c(F)c3)c(=O)c2OCCC(C)(C)O)cc1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,CCO,,,O=C([O-])[O-].[K+].[K+],64.5,train
CC(C)(C)OC(=O)N1CCC[C@@H](n2nc(I)c3c(N)ncnc32)C1.OB(O)c1ccc(Oc2ccccc2F)cc1>>CC(C)(C)OC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4F)cc3)c3c(N)ncnc32)C1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=C([O-])[O-].[Na+].[Na+],58.65,train
COc1ccc(B(O)O)cc1.Cc1ccnc(Br)c1>>COc1ccc(-c2cc(C)ccn2)cc1,[Pd],CCOC(C)=O,COCCOC,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],85.8,val
Clc1ccc(-c2cn3cc(I)ccc3n2)cc1.O=Cc1ccc(B(O)O)o1>>O=Cc1ccc(-c2ccc3nc(-c4ccc(Cl)cc4)cn3c2)o1,Cl[Pd]Cl,CCO,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[K+].[K+],38.2,val
CN(C)S(=O)(=O)c1ccc(Br)cc1.Cn1c(C#N)ccc1B(O)O>>CN(C)S(=O)(=O)c1ccc(-c2ccc(C#N)n2C)cc1,[Pd].[Pd],,,CC(C)(C)P(C(C)(C)C)C(C)(C)C.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,[F-].[K+],25.95,val
CN1CC[C@@]2(CCC(c3cc(Br)ccn3)=N2)C1=O.OB(O)c1ccc(C(F)(F)F)cc1>>CN1CC[C@@]2(CCC(c3cc(-c4ccc(C(F)(F)F)cc4)ccn3)=N2)C1=O,c1ccc([P]([Pd][P](c2ccccc2)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CC#N,O,,O=C([O-])[O-].[Na+].[Na+],89.6,val
CN1CC(c2ccc(Cl)cc2)c2cc(Br)sc2C1=O.OB(O)c1ccncc1>>CN1CC(c2ccc(Cl)cc2)c2cc(-c3ccncc3)sc2C1=O,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],19.55,val
NC(=O)c1cc(Br)cc2c(CC3CCS(=O)(=O)CC3)c[nH]c12.OB(O)c1ccoc1>>NC(=O)c1cc(-c2ccoc2)cc2c(CC3CCS(=O)(=O)CC3)c[nH]c12,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[K+].[K+],47.150000000000006,val
CC(C)(C)OC(=O)N[C@H]1CCN(S(=O)(=O)c2cccc3cncc(Br)c23)C1.OB(O)c1ccccc1>>CC(C)(C)OC(=O)N[C@H]1CCN(S(=O)(=O)c2cccc3cncc(-c4ccccc4)c23)C1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,O,,O=C([O-])[O-].[Na+].[Na+],69.7,train
CC(C)(C)OC(=O)N1CC[C@H](Nc2nc(Cl)ncc2Br)C1.OB(O)c1ccccc1>>CC(C)(C)OC(=O)N1CC[C@H](Nc2nc(Cl)ncc2-c2ccccc2)C1,Cl[Pd]Cl,COCCOC,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Na+].[Na+],81.35,val
O=S(=O)(Nc1ccc(-c2csc(Br)n2)c(Cl)c1)C(F)(F)F.OB(O)c1ccc(C(F)(F)F)c(OCc2ccccc2)c1>>O=S(=O)(Nc1ccc(-c2csc(-c3ccc(C(F)(F)F)c(OCc4ccccc4)c3)n2)c(Cl)c1)C(F)(F)F,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CN(C)C=O,O,,O=C([O-])[O-].[K+].[K+],7.1,train
CC(C)(C)OC(=O)N1CCC(Oc2ccccc2Br)CC1.OB(O)c1ccncc1>>CC(C)(C)OC(=O)N1CCC(Oc2ccccc2-c2ccncc2)CC1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,O,,O=C([O-])[O-].[Na+].[Na+],41.2,train
COc1cccc(N(C)C(=O)c2ccc(Br)s2)c1.OB(O)c1ccc(F)c(F)c1>>COc1cccc(N(C)C(=O)c2ccc(-c3ccc(F)c(F)c3)s2)c1,[Pd],,,c1ccc(P(c2ccccc2)c2ccccc2)cc1,,64.95,val
Brc1cccc(N(c2ccccc2)c2cccc(-c3ccccc3)n2)n1.OB(O)c1cccc2c1oc1ccccc12>>c1ccc(-c2cccc(N(c3ccccc3)c3cccc(-c4cccc5c4oc4ccccc45)n3)n2)cc1,[Pd].[Pd],Cc1ccccc1,O,COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],88.4,val
CCOC(=O)c1cccc(I)c1.COc1ccc2sc(B(O)O)cc2c1>>CCOC(=O)c1cccc(-c2cc3cc(OC)ccc3s2)c1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,,,O=C([O-])[O-].[Na+].[Na+],10.05,train
COC(=O)c1cc(F)cc(B(O)O)c1.COc1ncc(Br)cn1>>COC(=O)c1cc(F)cc(-c2cnc(OC)nc2)c1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CCCO,O,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],69.05,val
COCCNC(=O)c1ccc2cncc(Br)c2n1.OB(O)c1cccc(Cl)c1>>COCCNC(=O)c1ccc2cncc(-c3cccc(Cl)c3)c2n1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],41.1,val
CC(C)(C)OC(=O)N1CCCC1c1ncc(Br)[nH]1.O=Cc1cc(Cl)ccc1B(O)O>>CC(C)(C)OC(=O)N1CCCC1c1ncc(-c2ccc(Cl)cc2C=O)[nH]1,Cl[Pd]Cl.c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,ClCCl,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,,77.95,train
CCOCOc1ccc2oc(B(O)O)cc2c1.CN(C(=O)OC(C)(C)C)c1ccc(Br)c([N+](=O)[O-])n1>>CCOCOc1ccc2oc(-c3ccc(N(C)C(=O)OC(C)(C)C)nc3[N+](=O)[O-])cc2c1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,CCO,,,CCN(CC)CC,58.0,train
O=C(Nc1ccc(-n2nc(-c3nccs3)cc2C(F)(F)F)nn1)c1cccc(Br)c1.OB(O)c1ccc(F)nc1>>O=C(Nc1ccc(-n2nc(-c3nccs3)cc2C(F)(F)F)nn1)c1cccc(-c2ccc(F)nc2)c1,[Pd],CN(C)C=O,,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],20.25,val
COC(=O)c1sc(I)cc1N(C(=O)[C@H]1CC[C@H](C)CC1)C1CCN(C)CC1.OB(O)c1ccc(Cl)cc1>>COC(=O)c1sc(-c2ccc(Cl)cc2)cc1N(C(=O)[C@H]1CC[C@H](C)CC1)C1CCN(C)CC1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CO,Cc1ccccc1,,O=C([O-])[O-].[Na+].[Na+],71.9,val
COC(=O)c1sc(-c2cc(Br)cnc2N)cc1OC(C)c1ccccc1Cl.OB(O)c1cccc(Cl)c1>>COC(=O)c1sc(-c2cc(-c3cccc(Cl)c3)cnc2N)cc1OC(C)c1ccccc1Cl,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CCO,Cc1ccccc1,,O=C([O-])[O-].[K+].[K+],43.65,train
O=C(c1cnc2cncc(Br)c2n1)N1CCC(O)C1.OB(O)c1ccc(Cl)cc1Cl>>O=C(c1cnc2cncc(-c3ccc(Cl)cc3Cl)c2n1)N1CCC(O)C1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],69.0,val
